,Respondent_ID,Gender,Age,Typical_consumption_situations,Current_brands
537,120568,Male,15-18,Other,Blue Bull
538,120569,Male,19-30,Sports/exercise,CodeX
539,120570,Female,19-30,Sports/exercise,Blue Bull
540,120571,Male,19-30,Social outings/parties,Blue Bull
541,120572,Male,19-30,Sports/exercise,Bepsi
542,120573,Male,19-30,Studying/working late,Blue Bull
543,120574,Male,19-30,Sports/exercise,CodeX
544,120575,Female,31-45,Studying/working late,CodeX
545,120576,Female,19-30,Studying/working late,Gangster
546,120577,Female,19-30,Sports/exercise,CodeX
547,120578,Male,19-30,Studying/working late,Gangster
548,120579,Female,19-30,Sports/exercise,CodeX
549,120580,Male,19-30,Social outings/parties,CodeX
550,120581,Female,31-45,Studying/working late,Sky 9
551,120582,Male,31-45,Studying/working late,Bepsi
552,120583,Male,19-30,Sports/exercise,Blue Bull
553,120584,Male,19-30,Sports/exercise,Bepsi
554,120585,Male,19-30,Studying/working late,CodeX
555,120586,Male,15-18,Sports/exercise,Gangster
556,120587,Female,19-30,Studying/working late,Gangster
557,120588,Male,19-30,Studying/working late,CodeX
558,120589,Non-binary,31-45,Social outings/parties,Cola-Coka
559,120590,Female,31-45,Social outings/parties,CodeX
560,120591,Male,15-18,Sports/exercise,Sky 9
561,120592,Female,19-30,Sports/exercise,Sky 9
562,120593,Male,19-30,Sports/exercise,Bepsi
563,120594,Male,19-30,Studying/working late,Cola-Coka
564,120595,Male,15-18,Studying/working late,Gangster
565,120596,Male,19-30,Other,Gangster
566,120597,Male,19-30,Sports/exercise,Cola-Coka
567,120598,Male,15-18,Sports/exercise,Gangster
568,120599,Female,19-30,Studying/working late,CodeX
569,120600,Female,19-30,Sports/exercise,Sky 9
570,120601,Male,31-45,Studying/working late,Cola-Coka
571,120602,Male,15-18,Studying/working late,Others
572,120603,Female,19-30,Studying/working late,Blue Bull
573,120604,Female,31-45,Studying/working late,Gangster
574,120605,Male,19-30,Sports/exercise,Bepsi
575,120606,Male,19-30,Studying/working late,Bepsi
576,120607,Female,19-30,Studying/working late,Blue Bull
577,120608,Male,31-45,Social outings/parties,Gangster
578,120609,Female,31-45,Sports/exercise,Bepsi
579,120610,Female,31-45,Social outings/parties,Blue Bull
580,120611,Non-binary,19-30,Sports/exercise,Gangster
581,120612,Female,19-30,Studying/working late,Cola-Coka
582,120613,Male,46-65,Studying/working late,Bepsi
583,120614,Male,31-45,Studying/working late,Cola-Coka
584,120615,Male,46-65,Sports/exercise,Gangster
585,120616,Non-binary,19-30,Driving/commuting,Bepsi
586,120617,Non-binary,19-30,Sports/exercise,Bepsi
587,120618,Male,19-30,Studying/working late,Sky 9
588,120619,Male,19-30,Sports/exercise,Gangster
589,120620,Female,15-18,Sports/exercise,Gangster
590,120621,Male,31-45,Sports/exercise,Sky 9
591,120622,Male,19-30,Studying/working late,Cola-Coka
592,120623,Female,31-45,Studying/working late,Gangster
593,120624,Non-binary,19-30,Studying/working late,Sky 9
594,120625,Male,19-30,Driving/commuting,Bepsi
595,120626,Male,19-30,Other,Bepsi
596,120627,Male,19-30,Sports/exercise,Cola-Coka
597,120628,Male,15-18,Studying/working late,Bepsi
598,120629,Female,19-30,Studying/working late,Bepsi
599,120630,Male,31-45,Social outings/parties,Cola-Coka
600,120631,Male,31-45,Sports/exercise,Sky 9
601,120632,Male,19-30,Studying/working late,Gangster
602,120633,Female,46-65,Sports/exercise,Cola-Coka
603,120634,Female,19-30,Studying/working late,CodeX
604,120635,Male,19-30,Sports/exercise,Cola-Coka
605,120636,Female,31-45,Sports/exercise,Cola-Coka
606,120637,Male,31-45,Sports/exercise,Blue Bull
607,120638,Male,19-30,Studying/working late,Blue Bull
608,120639,Male,19-30,Social outings/parties,Bepsi
609,120640,Male,19-30,Sports/exercise,Cola-Coka
610,120641,Male,19-30,Social outings/parties,Blue Bull
611,120642,Non-binary,19-30,Sports/exercise,Others
612,120643,Male,19-30,Sports/exercise,Cola-Coka
613,120644,Male,31-45,Driving/commuting,Gangster
614,120645,Male,31-45,Sports/exercise,Cola-Coka
615,120646,Female,19-30,Sports/exercise,Sky 9
616,120647,Male,31-45,Sports/exercise,Blue Bull
617,120648,Female,19-30,Studying/working late,Gangster
618,120649,Male,46-65,Sports/exercise,Cola-Coka
619,120650,Male,19-30,Studying/working late,Gangster
620,120651,Female,15-18,Sports/exercise,Gangster
621,120652,Male,65+,Studying/working late,Others
622,120653,Male,31-45,Studying/working late,Blue Bull
623,120654,Female,19-30,Studying/working late,Gangster
624,120655,Female,19-30,Studying/working late,Bepsi
625,120656,Male,19-30,Studying/working late,Gangster
626,120657,Male,31-45,Social outings/parties,Bepsi
627,120658,Male,31-45,Sports/exercise,Gangster
628,120659,Female,15-18,Sports/exercise,Blue Bull
629,120660,Non-binary,19-30,Sports/exercise,Gangster
630,120661,Male,31-45,Sports/exercise,Bepsi
631,120662,Female,19-30,Sports/exercise,Bepsi
632,120663,Male,19-30,Sports/exercise,Sky 9
633,120664,Male,19-30,Driving/commuting,Sky 9
634,120665,Female,19-30,Studying/working late,Sky 9
635,120666,Non-binary,31-45,Studying/working late,Sky 9
636,120667,Female,19-30,Sports/exercise,Blue Bull
637,120668,Female,19-30,Social outings/parties,Cola-Coka
638,120669,Male,19-30,Studying/working late,Cola-Coka
639,120670,Female,19-30,Sports/exercise,Gangster
640,120671,Male,31-45,Studying/working late,Cola-Coka
641,120672,Male,31-45,Studying/working late,CodeX
642,120673,Male,15-18,Social outings/parties,Bepsi
643,120674,Female,19-30,Sports/exercise,Bepsi
644,120675,Male,31-45,Sports/exercise,Cola-Coka
645,120676,Male,15-18,Sports/exercise,Blue Bull
646,120677,Male,19-30,Social outings/parties,Sky 9
647,120678,Female,19-30,Social outings/parties,Cola-Coka
648,120679,Female,46-65,Social outings/parties,Cola-Coka
649,120680,Male,31-45,Sports/exercise,Bepsi
650,120681,Male,15-18,Studying/working late,Blue Bull
651,120682,Male,19-30,Sports/exercise,Cola-Coka
652,120683,Male,19-30,Driving/commuting,Bepsi
653,120684,Female,15-18,Studying/working late,Gangster
654,120685,Female,15-18,Sports/exercise,Blue Bull
655,120686,Male,15-18,Sports/exercise,Blue Bull
656,120687,Male,31-45,Social outings/parties,Bepsi
657,120688,Female,19-30,Studying/working late,Cola-Coka
658,120689,Male,19-30,Social outings/parties,Others
659,120690,Female,31-45,Sports/exercise,Others
660,120691,Female,31-45,Sports/exercise,Sky 9
661,120692,Female,15-18,Studying/working late,Blue Bull
662,120693,Male,19-30,Studying/working late,Cola-Coka
663,120694,Male,19-30,Studying/working late,Gangster
664,120695,Male,31-45,Sports/exercise,Gangster
665,120696,Female,31-45,Social outings/parties,Blue Bull
666,120697,Male,31-45,Social outings/parties,Gangster
667,120698,Male,31-45,Sports/exercise,CodeX
668,120699,Female,15-18,Sports/exercise,Blue Bull
669,120700,Male,31-45,Driving/commuting,Gangster
670,120701,Female,31-45,Sports/exercise,Bepsi
671,120702,Male,19-30,Sports/exercise,Cola-Coka
672,120703,Female,19-30,Sports/exercise,Bepsi
673,120704,Male,31-45,Social outings/parties,Cola-Coka
674,120705,Female,19-30,Studying/working late,Gangster
675,120706,Male,19-30,Studying/working late,Sky 9
676,120707,Male,19-30,Studying/working late,Gangster
677,120708,Female,19-30,Sports/exercise,Gangster
678,120709,Female,15-18,Studying/working late,Gangster
679,120710,Female,19-30,Studying/working late,Cola-Coka
680,120711,Male,19-30,Social outings/parties,Sky 9
681,120712,Male,19-30,Other,Cola-Coka
682,120713,Male,19-30,Studying/working late,Bepsi
683,120714,Female,15-18,Sports/exercise,Gangster
684,120715,Male,31-45,Studying/working late,CodeX
685,120716,Male,15-18,Studying/working late,CodeX
686,120717,Female,31-45,Sports/exercise,Blue Bull
687,120718,Female,31-45,Studying/working late,Bepsi
688,120719,Female,19-30,Studying/working late,Blue Bull
689,120720,Female,19-30,Sports/exercise,Gangster
690,120721,Female,19-30,Studying/working late,Cola-Coka
691,120722,Male,46-65,Sports/exercise,Bepsi
692,120723,Male,19-30,Sports/exercise,Bepsi
693,120724,Female,19-30,Sports/exercise,Bepsi
694,120725,Male,19-30,Sports/exercise,CodeX
695,120726,Male,46-65,Sports/exercise,Cola-Coka
696,120727,Male,19-30,Studying/working late,Cola-Coka
697,120728,Male,31-45,Social outings/parties,CodeX
698,120729,Female,19-30,Sports/exercise,Bepsi
699,120730,Male,19-30,Sports/exercise,Bepsi
700,120731,Male,31-45,Studying/working late,Gangster
701,120732,Male,19-30,Other,CodeX
702,120733,Male,15-18,Sports/exercise,Bepsi
703,120734,Female,19-30,Studying/working late,Gangster
704,120735,Male,46-65,Sports/exercise,Gangster
705,120736,Male,15-18,Driving/commuting,Others
706,120737,Male,19-30,Studying/working late,Cola-Coka
707,120738,Female,19-30,Other,Bepsi
708,120739,Male,19-30,Studying/working late,Bepsi
709,120740,Female,19-30,Sports/exercise,Cola-Coka
710,120741,Male,46-65,Social outings/parties,Cola-Coka
711,120742,Male,31-45,Sports/exercise,CodeX
712,120743,Male,19-30,Driving/commuting,Blue Bull
713,120744,Male,19-30,Social outings/parties,Gangster
714,120745,Male,19-30,Sports/exercise,Bepsi
715,120746,Female,19-30,Sports/exercise,Blue Bull
716,120747,Male,19-30,Social outings/parties,Others
717,120748,Male,15-18,Social outings/parties,Cola-Coka
718,120749,Female,19-30,Sports/exercise,Sky 9
719,120750,Female,31-45,Studying/working late,Bepsi
720,120751,Male,19-30,Sports/exercise,Bepsi
721,120752,Male,19-30,Sports/exercise,Gangster
722,120753,Male,19-30,Social outings/parties,Cola-Coka
723,120754,Female,31-45,Other,CodeX
724,120755,Female,19-30,Studying/working late,Gangster
725,120756,Female,19-30,Sports/exercise,Gangster
726,120757,Female,15-18,Sports/exercise,Gangster
727,120758,Female,31-45,Studying/working late,Cola-Coka
728,120759,Female,19-30,Studying/working late,Bepsi
729,120760,Female,15-18,Sports/exercise,Gangster
730,120761,Male,19-30,Sports/exercise,CodeX
731,120762,Male,31-45,Studying/working late,Sky 9
732,120763,Male,31-45,Sports/exercise,Gangster
733,120764,Female,65+,Studying/working late,Blue Bull
734,120765,Male,19-30,Sports/exercise,Cola-Coka
735,120766,Female,15-18,Sports/exercise,Sky 9
736,120767,Male,19-30,Studying/working late,Sky 9
737,120768,Non-binary,19-30,Social outings/parties,Gangster
738,120769,Female,19-30,Sports/exercise,CodeX
739,120770,Male,19-30,Studying/working late,Gangster
740,120771,Female,19-30,Studying/working late,Sky 9
741,120772,Male,31-45,Studying/working late,Gangster
742,120773,Male,19-30,Sports/exercise,Others
743,120774,Male,19-30,Sports/exercise,Gangster
744,120775,Female,19-30,Sports/exercise,Cola-Coka
745,120776,Male,15-18,Sports/exercise,Cola-Coka
746,120777,Female,19-30,Sports/exercise,Bepsi
747,120778,Female,15-18,Studying/working late,Sky 9
748,120779,Male,31-45,Driving/commuting,Bepsi
749,120780,Male,65+,Other,CodeX
750,120781,Male,31-45,Studying/working late,CodeX
751,120782,Female,19-30,Sports/exercise,Gangster
752,120783,Male,19-30,Studying/working late,CodeX
753,120784,Male,31-45,Sports/exercise,CodeX
754,120785,Non-binary,19-30,Studying/working late,Cola-Coka
755,120786,Female,46-65,Other,CodeX
756,120787,Male,31-45,Other,Cola-Coka
757,120788,Female,31-45,Studying/working late,Cola-Coka
758,120789,Male,19-30,Studying/working late,Cola-Coka
759,120790,Male,31-45,Sports/exercise,CodeX
760,120791,Male,31-45,Social outings/parties,Bepsi
761,120792,Male,19-30,Sports/exercise,Cola-Coka
762,120793,Male,19-30,Sports/exercise,Others
763,120794,Female,15-18,Studying/working late,Gangster
764,120795,Female,19-30,Sports/exercise,Cola-Coka
765,120796,Male,19-30,Sports/exercise,CodeX
766,120797,Male,19-30,Studying/working late,Gangster
767,120798,Male,19-30,Sports/exercise,Blue Bull
768,120799,Female,31-45,Sports/exercise,Others
769,120800,Female,19-30,Sports/exercise,Cola-Coka
770,120801,Female,15-18,Sports/exercise,Cola-Coka
771,120802,Female,31-45,Studying/working late,CodeX
772,120803,Female,19-30,Sports/exercise,Bepsi
773,120804,Female,19-30,Social outings/parties,Gangster
774,120805,Male,31-45,Studying/working late,Cola-Coka
775,120806,Female,46-65,Sports/exercise,Cola-Coka
776,120807,Male,15-18,Sports/exercise,Bepsi
777,120808,Female,65+,Social outings/parties,Cola-Coka
778,120809,Female,31-45,Social outings/parties,Others
779,120810,Male,31-45,Sports/exercise,Bepsi
780,120811,Male,31-45,Studying/working late,CodeX
781,120812,Male,19-30,Sports/exercise,Gangster
782,120813,Male,19-30,Social outings/parties,Bepsi
783,120814,Male,19-30,Sports/exercise,Blue Bull
784,120815,Male,19-30,Sports/exercise,Bepsi
785,120816,Male,31-45,Driving/commuting,Sky 9
786,120817,Male,31-45,Sports/exercise,CodeX
787,120818,Male,46-65,Studying/working late,Gangster
788,120819,Male,19-30,Sports/exercise,Bepsi
789,120820,Female,46-65,Sports/exercise,CodeX
790,120821,Male,19-30,Studying/working late,Bepsi
791,120822,Female,65+,Sports/exercise,Bepsi
792,120823,Male,19-30,Social outings/parties,Gangster
793,120824,Male,46-65,Studying/working late,Cola-Coka
794,120825,Male,19-30,Studying/working late,Cola-Coka
795,120826,Non-binary,46-65,Sports/exercise,Cola-Coka
796,120827,Female,19-30,Social outings/parties,Cola-Coka
797,120828,Female,31-45,Sports/exercise,Bepsi
798,120829,Male,19-30,Social outings/parties,Sky 9
799,120830,Non-binary,19-30,Studying/working late,Sky 9
800,120831,Female,31-45,Studying/working late,Cola-Coka
801,120832,Male,19-30,Studying/working late,Gangster
802,120833,Male,15-18,Studying/working late,CodeX
803,120834,Male,19-30,Studying/working late,Cola-Coka
804,120835,Male,31-45,Studying/working late,Sky 9
805,120836,Male,31-45,Sports/exercise,Bepsi
806,120837,Non-binary,19-30,Sports/exercise,Others
807,120838,Male,15-18,Studying/working late,Cola-Coka
808,120839,Female,31-45,Studying/working late,Cola-Coka
809,120840,Male,15-18,Sports/exercise,Cola-Coka
810,120841,Female,31-45,Driving/commuting,Gangster
811,120842,Female,19-30,Driving/commuting,Bepsi
812,120843,Male,31-45,Sports/exercise,Gangster
813,120844,Male,19-30,Studying/working late,Cola-Coka
814,120845,Female,31-45,Sports/exercise,Cola-Coka
815,120846,Female,19-30,Sports/exercise,Bepsi
816,120847,Male,31-45,Sports/exercise,Others
817,120848,Male,19-30,Sports/exercise,Cola-Coka
818,120849,Male,19-30,Sports/exercise,Others
819,120850,Male,19-30,Studying/working late,Cola-Coka
820,120851,Male,15-18,Sports/exercise,Gangster
821,120852,Male,19-30,Social outings/parties,Gangster
822,120853,Male,19-30,Studying/working late,Bepsi
823,120854,Female,19-30,Studying/working late,Gangster
824,120855,Female,15-18,Other,Gangster
825,120856,Female,19-30,Sports/exercise,Sky 9
826,120857,Female,19-30,Sports/exercise,Gangster
827,120858,Male,31-45,Studying/working late,Bepsi
828,120859,Female,31-45,Social outings/parties,Sky 9
829,120860,Male,19-30,Studying/working late,CodeX
830,120861,Female,19-30,Sports/exercise,Cola-Coka
831,120862,Male,19-30,Studying/working late,Cola-Coka
832,120863,Female,31-45,Studying/working late,Gangster
833,120864,Male,19-30,Sports/exercise,Gangster
834,120865,Male,15-18,Sports/exercise,Cola-Coka
835,120866,Male,19-30,Sports/exercise,Sky 9
836,120867,Female,19-30,Sports/exercise,Sky 9
837,120868,Female,19-30,Studying/working late,Bepsi
838,120869,Female,19-30,Social outings/parties,Others
839,120870,Male,31-45,Sports/exercise,Gangster
840,120871,Female,15-18,Sports/exercise,Cola-Coka
841,120872,Female,65+,Sports/exercise,Cola-Coka
842,120873,Male,19-30,Social outings/parties,Others
843,120874,Male,19-30,Studying/working late,Cola-Coka
844,120875,Male,15-18,Sports/exercise,Cola-Coka
845,120876,Female,19-30,Driving/commuting,Cola-Coka
846,120877,Non-binary,19-30,Social outings/parties,Bepsi
847,120878,Female,31-45,Sports/exercise,CodeX
848,120879,Female,19-30,Studying/working late,Sky 9
849,120880,Male,19-30,Sports/exercise,Blue Bull
850,120881,Male,15-18,Sports/exercise,Bepsi
851,120882,Male,15-18,Sports/exercise,Cola-Coka
852,120883,Male,15-18,Social outings/parties,Bepsi
853,120884,Male,31-45,Sports/exercise,Cola-Coka
854,120885,Male,19-30,Social outings/parties,Sky 9
855,120886,Female,31-45,Sports/exercise,Cola-Coka
856,120887,Female,19-30,Sports/exercise,Cola-Coka
857,120888,Male,31-45,Sports/exercise,CodeX
858,120889,Female,31-45,Sports/exercise,Bepsi
859,120890,Male,31-45,Studying/working late,Blue Bull
860,120891,Female,19-30,Sports/exercise,Cola-Coka
861,120892,Male,15-18,Studying/working late,Others
862,120893,Female,31-45,Studying/working late,Bepsi
863,120894,Male,15-18,Social outings/parties,Sky 9
864,120895,Male,31-45,Social outings/parties,Gangster
865,120896,Female,19-30,Studying/working late,Bepsi
866,120897,Male,19-30,Studying/working late,CodeX
867,120898,Female,19-30,Studying/working late,Blue Bull
868,120899,Non-binary,15-18,Studying/working late,Cola-Coka
869,120900,Female,65+,Sports/exercise,CodeX
870,120901,Male,19-30,Studying/working late,Cola-Coka
871,120902,Male,19-30,Studying/working late,Bepsi
872,120903,Female,19-30,Studying/working late,Bepsi
873,120904,Male,31-45,Driving/commuting,Bepsi
874,120905,Female,15-18,Sports/exercise,Others
875,120906,Male,19-30,Sports/exercise,Blue Bull
876,120907,Female,46-65,Sports/exercise,Bepsi
877,120908,Female,19-30,Sports/exercise,CodeX
878,120909,Male,19-30,Sports/exercise,Bepsi
879,120910,Male,19-30,Sports/exercise,Cola-Coka
880,120911,Male,15-18,Sports/exercise,Sky 9
881,120912,Female,31-45,Social outings/parties,CodeX
882,120913,Male,31-45,Sports/exercise,Sky 9
883,120914,Female,65+,Social outings/parties,Gangster
884,120915,Male,19-30,Sports/exercise,Sky 9
885,120916,Female,19-30,Studying/working late,Bepsi
886,120917,Female,31-45,Studying/working late,Bepsi
887,120918,Male,19-30,Sports/exercise,Cola-Coka
888,120919,Female,19-30,Studying/working late,Bepsi
889,120920,Female,15-18,Sports/exercise,Gangster
890,120921,Male,19-30,Sports/exercise,Bepsi
891,120922,Female,15-18,Sports/exercise,Others
892,120923,Male,46-65,Sports/exercise,Cola-Coka
893,120924,Female,19-30,Social outings/parties,Gangster
894,120925,Male,31-45,Sports/exercise,Sky 9
895,120926,Male,19-30,Sports/exercise,Sky 9
896,120927,Male,46-65,Social outings/parties,CodeX
897,120928,Male,19-30,Sports/exercise,Bepsi
898,120929,Male,31-45,Sports/exercise,CodeX
899,120930,Female,31-45,Sports/exercise,CodeX
900,120931,Female,19-30,Sports/exercise,Bepsi
901,120932,Male,19-30,Sports/exercise,Blue Bull
902,120933,Male,19-30,Studying/working late,Gangster
903,120934,Male,19-30,Studying/working late,Gangster
904,120935,Male,19-30,Studying/working late,Sky 9
