,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Gender,Age,Current_brands,Marketing_channels,Consume_frequency
406,406,406,120437,Male,19-30,Blue Bull,Online ads,2-3 times a week
407,407,407,120438,Male,15-18,Cola-Coka,TV commercials,Daily
408,408,408,120439,Male,19-30,Gangster,Online ads,Daily
409,409,409,120440,Male,15-18,Gangster,Online ads,Once a week
410,410,410,120441,Female,19-30,Sky 9,TV commercials,Rarely
411,411,411,120442,Female,65+,Bepsi,Online ads,2-3 times a week
412,412,412,120443,Male,46-65,Bepsi,TV commercials,2-3 times a week
413,413,413,120444,Male,19-30,Cola-Coka,Other,Rarely
414,414,414,120445,Male,19-30,Blue Bull,Online ads,2-3 times a week
415,415,415,120446,Male,19-30,Cola-Coka,TV commercials,Rarely
416,416,416,120447,Female,31-45,CodeX,Print media,Rarely
417,417,417,120448,Male,19-30,Others,Online ads,2-3 times a week
418,418,418,120449,Female,19-30,Bepsi,Online ads,Once a week
419,419,419,120450,Female,31-45,Bepsi,Other,2-3 times a month
420,420,420,120451,Male,19-30,Cola-Coka,Online ads,Rarely
421,421,421,120452,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
422,422,422,120453,Female,19-30,Gangster,TV commercials,2-3 times a week
423,423,423,120454,Male,19-30,Bepsi,Other,2-3 times a week
424,424,424,120455,Female,31-45,Bepsi,Online ads,2-3 times a week
425,425,425,120456,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
426,426,426,120457,Male,19-30,Blue Bull,Print media,Daily
427,427,427,120458,Female,31-45,Gangster,Outdoor billboards,2-3 times a week
428,428,428,120459,Male,46-65,Gangster,TV commercials,2-3 times a month
429,429,429,120460,Male,19-30,Cola-Coka,Online ads,Rarely
430,430,430,120461,Male,31-45,CodeX,Other,2-3 times a week
431,431,431,120462,Male,31-45,Cola-Coka,Print media,Daily
432,432,432,120463,Male,46-65,CodeX,Print media,2-3 times a week
433,433,433,120464,Female,19-30,Cola-Coka,Online ads,2-3 times a month
434,434,434,120465,Male,31-45,Sky 9,TV commercials,Once a week
435,435,435,120466,Male,31-45,Cola-Coka,Other,2-3 times a week
436,436,436,120467,Non-binary,31-45,Cola-Coka,TV commercials,Once a week
437,437,437,120468,Male,31-45,Gangster,TV commercials,2-3 times a week
438,438,438,120469,Non-binary,19-30,Bepsi,TV commercials,Rarely
439,439,439,120470,Male,19-30,Cola-Coka,TV commercials,Rarely
440,440,440,120471,Female,31-45,CodeX,Online ads,Rarely
441,441,441,120472,Male,31-45,Gangster,Outdoor billboards,2-3 times a week
442,442,442,120473,Female,19-30,Sky 9,Online ads,Rarely
443,443,443,120474,Non-binary,46-65,Others,Outdoor billboards,2-3 times a week
444,444,444,120475,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
445,445,445,120476,Male,19-30,Bepsi,Outdoor billboards,2-3 times a week
446,446,446,120477,Female,19-30,CodeX,Other,2-3 times a week
447,447,447,120478,Female,31-45,CodeX,Other,Rarely
448,448,448,120479,Female,19-30,Gangster,Other,Rarely
449,449,449,120480,Female,31-45,Cola-Coka,Other,2-3 times a month
450,450,450,120481,Male,19-30,Cola-Coka,Online ads,Rarely
451,451,451,120482,Male,15-18,Gangster,Online ads,2-3 times a week
452,452,452,120483,Male,19-30,Others,Other,Rarely
453,453,453,120484,Female,19-30,CodeX,Print media,Once a week
454,454,454,120485,Female,19-30,Cola-Coka,Online ads,Rarely
455,455,455,120486,Male,19-30,Cola-Coka,Print media,Rarely
456,456,456,120487,Male,15-18,CodeX,Outdoor billboards,2-3 times a week
457,457,457,120488,Female,19-30,Cola-Coka,Print media,2-3 times a week
458,458,458,120489,Male,31-45,Blue Bull,Outdoor billboards,2-3 times a week
459,459,459,120490,Male,15-18,Gangster,TV commercials,Rarely
460,460,460,120491,Male,15-18,Gangster,TV commercials,Once a week
461,461,461,120492,Female,31-45,CodeX,Online ads,Rarely
462,462,462,120493,Male,31-45,Gangster,Other,2-3 times a week
463,463,463,120494,Female,19-30,Others,Online ads,2-3 times a month
464,464,464,120495,Female,46-65,Bepsi,TV commercials,2-3 times a week
465,465,465,120496,Male,19-30,Blue Bull,TV commercials,Once a week
466,466,466,120497,Male,46-65,Cola-Coka,TV commercials,Rarely
467,467,467,120498,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
468,468,468,120499,Non-binary,65+,Gangster,Online ads,2-3 times a week
469,469,469,120500,Male,19-30,Others,Online ads,Rarely
470,470,470,120501,Female,19-30,Blue Bull,Online ads,2-3 times a week
471,471,471,120502,Male,19-30,Bepsi,TV commercials,Once a week
472,472,472,120503,Female,19-30,Bepsi,Online ads,2-3 times a month
473,473,473,120504,Female,31-45,CodeX,TV commercials,2-3 times a month
474,474,474,120505,Male,15-18,Gangster,TV commercials,Daily
475,475,475,120506,Male,19-30,Cola-Coka,Print media,2-3 times a week
476,476,476,120507,Male,65+,Gangster,Online ads,Rarely
477,477,477,120508,Male,31-45,Cola-Coka,Print media,2-3 times a week
478,478,478,120509,Female,15-18,Gangster,Online ads,Rarely
479,479,479,120510,Non-binary,19-30,Bepsi,Outdoor billboards,Rarely
480,480,480,120511,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
481,481,481,120512,Male,19-30,Sky 9,TV commercials,Once a week
482,482,482,120513,Male,46-65,Cola-Coka,Outdoor billboards,2-3 times a week
483,483,483,120514,Female,19-30,Bepsi,Other,Once a week
484,484,484,120515,Male,19-30,Sky 9,Print media,2-3 times a month
485,485,485,120516,Male,15-18,Gangster,TV commercials,2-3 times a week
486,486,486,120517,Male,19-30,Gangster,TV commercials,2-3 times a week
487,487,487,120518,Male,19-30,Sky 9,TV commercials,2-3 times a week
488,488,488,120519,Male,31-45,Bepsi,Other,Rarely
489,489,489,120520,Female,19-30,CodeX,Print media,Rarely
490,490,490,120521,Female,19-30,Bepsi,TV commercials,Once a week
491,491,491,120522,Male,19-30,Sky 9,Online ads,Once a week
492,492,492,120523,Male,19-30,Bepsi,Online ads,Once a week
493,493,493,120524,Male,31-45,Gangster,TV commercials,Daily
494,494,494,120525,Female,15-18,Cola-Coka,TV commercials,2-3 times a month
495,495,495,120526,Male,19-30,Gangster,TV commercials,2-3 times a week
496,496,496,120527,Female,19-30,Gangster,Online ads,Once a week
497,497,497,120528,Male,31-45,Cola-Coka,TV commercials,Rarely
498,498,498,120529,Male,19-30,Bepsi,TV commercials,Once a week
499,499,499,120530,Male,19-30,Cola-Coka,Other,2-3 times a month
500,500,500,120531,Female,19-30,Cola-Coka,Online ads,Rarely
501,501,501,120532,Male,19-30,Bepsi,Online ads,Once a week
502,502,502,120533,Male,19-30,Bepsi,Outdoor billboards,2-3 times a month
503,503,503,120534,Male,19-30,Gangster,Online ads,Once a week
504,504,504,120535,Male,31-45,Others,Outdoor billboards,2-3 times a week
505,505,505,120536,Non-binary,31-45,Bepsi,Outdoor billboards,Once a week
506,506,506,120537,Female,31-45,Bepsi,Print media,2-3 times a week
507,507,507,120538,Male,31-45,Sky 9,TV commercials,2-3 times a week
508,508,508,120539,Non-binary,65+,Blue Bull,Online ads,Rarely
509,509,509,120540,Female,19-30,Bepsi,TV commercials,2-3 times a week
510,510,510,120541,Male,19-30,Bepsi,TV commercials,Rarely
511,511,511,120542,Female,15-18,CodeX,Online ads,2-3 times a month
512,512,512,120543,Female,15-18,Blue Bull,TV commercials,2-3 times a month
513,513,513,120544,Female,31-45,Others,Online ads,2-3 times a week
514,514,514,120545,Female,19-30,Cola-Coka,Online ads,Daily
515,515,515,120546,Male,19-30,Others,Outdoor billboards,Once a week
516,516,516,120547,Non-binary,19-30,Cola-Coka,TV commercials,Once a week
517,517,517,120548,Female,46-65,Blue Bull,Outdoor billboards,2-3 times a week
518,518,518,120549,Male,19-30,Bepsi,TV commercials,Rarely
519,519,519,120550,Female,19-30,Bepsi,Other,2-3 times a week
520,520,520,120551,Non-binary,15-18,Gangster,Online ads,Daily
521,521,521,120552,Male,31-45,Blue Bull,Online ads,2-3 times a week
522,522,522,120553,Male,19-30,CodeX,Outdoor billboards,Daily
523,523,523,120554,Female,15-18,Blue Bull,TV commercials,Once a week
524,524,524,120555,Female,19-30,CodeX,TV commercials,Rarely
525,525,525,120556,Male,31-45,Blue Bull,TV commercials,2-3 times a week
526,526,526,120557,Male,19-30,Bepsi,Online ads,Rarely
527,527,527,120558,Male,19-30,Sky 9,Other,Once a week
528,528,528,120559,Female,31-45,Bepsi,Other,Daily
529,529,529,120560,Male,31-45,Cola-Coka,Online ads,Daily
530,530,530,120561,Male,31-45,Bepsi,Print media,Rarely
531,531,531,120562,Male,31-45,Sky 9,Other,2-3 times a week
532,532,532,120563,Female,19-30,Cola-Coka,Online ads,2-3 times a week
533,533,533,120564,Non-binary,19-30,Bepsi,TV commercials,Once a week
534,534,534,120565,Female,15-18,Cola-Coka,Online ads,2-3 times a week
535,535,535,120566,Male,19-30,Bepsi,TV commercials,2-3 times a week
536,536,536,120567,Male,19-30,Gangster,Online ads,2-3 times a week
537,537,537,120568,Male,15-18,Blue Bull,Online ads,Once a week
538,538,538,120569,Male,19-30,CodeX,Online ads,2-3 times a week
539,539,539,120570,Female,19-30,Blue Bull,Other,2-3 times a week
540,540,540,120571,Male,19-30,Blue Bull,Online ads,Daily
541,541,541,120572,Male,19-30,Bepsi,Print media,Daily
542,542,542,120573,Male,19-30,Blue Bull,Online ads,2-3 times a month
543,543,543,120574,Male,19-30,CodeX,Online ads,Daily
544,544,544,120575,Female,31-45,CodeX,Other,2-3 times a week
545,545,545,120576,Female,19-30,Gangster,TV commercials,2-3 times a week
546,546,546,120577,Female,19-30,CodeX,Online ads,2-3 times a week
547,547,547,120578,Male,19-30,Gangster,TV commercials,Daily
548,548,548,120579,Female,19-30,CodeX,Online ads,Rarely
549,549,549,120580,Male,19-30,CodeX,Outdoor billboards,2-3 times a week
550,550,550,120581,Female,31-45,Sky 9,Print media,Daily
551,551,551,120582,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
552,552,552,120583,Male,19-30,Blue Bull,TV commercials,2-3 times a week
553,553,553,120584,Male,19-30,Bepsi,TV commercials,Rarely
554,554,554,120585,Male,19-30,CodeX,Online ads,Daily
555,555,555,120586,Male,15-18,Gangster,Online ads,2-3 times a month
556,556,556,120587,Female,19-30,Gangster,Online ads,Daily
557,557,557,120588,Male,19-30,CodeX,Online ads,2-3 times a week
558,558,558,120589,Non-binary,31-45,Cola-Coka,TV commercials,Once a week
559,559,559,120590,Female,31-45,CodeX,Outdoor billboards,2-3 times a month
560,560,560,120591,Male,15-18,Sky 9,Online ads,2-3 times a week
561,561,561,120592,Female,19-30,Sky 9,Print media,2-3 times a week
562,562,562,120593,Male,19-30,Bepsi,Outdoor billboards,2-3 times a month
563,563,563,120594,Male,19-30,Cola-Coka,Online ads,2-3 times a month
564,564,564,120595,Male,15-18,Gangster,TV commercials,Once a week
565,565,565,120596,Male,19-30,Gangster,Online ads,Rarely
566,566,566,120597,Male,19-30,Cola-Coka,Online ads,2-3 times a week
567,567,567,120598,Male,15-18,Gangster,TV commercials,Rarely
568,568,568,120599,Female,19-30,CodeX,Online ads,2-3 times a week
569,569,569,120600,Female,19-30,Sky 9,TV commercials,2-3 times a week
570,570,570,120601,Male,31-45,Cola-Coka,Outdoor billboards,Rarely
571,571,571,120602,Male,15-18,Others,Print media,2-3 times a week
572,572,572,120603,Female,19-30,Blue Bull,Other,Once a week
573,573,573,120604,Female,31-45,Gangster,Online ads,Once a week
574,574,574,120605,Male,19-30,Bepsi,Online ads,Rarely
575,575,575,120606,Male,19-30,Bepsi,Online ads,Once a week
576,576,576,120607,Female,19-30,Blue Bull,Online ads,2-3 times a week
577,577,577,120608,Male,31-45,Gangster,Online ads,Rarely
578,578,578,120609,Female,31-45,Bepsi,Online ads,2-3 times a week
579,579,579,120610,Female,31-45,Blue Bull,Other,2-3 times a week
580,580,580,120611,Non-binary,19-30,Gangster,Other,2-3 times a week
581,581,581,120612,Female,19-30,Cola-Coka,Print media,2-3 times a week
582,582,582,120613,Male,46-65,Bepsi,Online ads,Once a week
583,583,583,120614,Male,31-45,Cola-Coka,Print media,Rarely
584,584,584,120615,Male,46-65,Gangster,TV commercials,2-3 times a week
585,585,585,120616,Non-binary,19-30,Bepsi,Outdoor billboards,Daily
586,586,586,120617,Non-binary,19-30,Bepsi,Online ads,2-3 times a week
587,587,587,120618,Male,19-30,Sky 9,Online ads,2-3 times a week
588,588,588,120619,Male,19-30,Gangster,TV commercials,Daily
589,589,589,120620,Female,15-18,Gangster,Online ads,Rarely
590,590,590,120621,Male,31-45,Sky 9,Outdoor billboards,Rarely
591,591,591,120622,Male,19-30,Cola-Coka,Other,Rarely
592,592,592,120623,Female,31-45,Gangster,Print media,Once a week
593,593,593,120624,Non-binary,19-30,Sky 9,Online ads,2-3 times a month
594,594,594,120625,Male,19-30,Bepsi,Online ads,Once a week
595,595,595,120626,Male,19-30,Bepsi,Print media,Rarely
596,596,596,120627,Male,19-30,Cola-Coka,Online ads,Once a week
597,597,597,120628,Male,15-18,Bepsi,Print media,2-3 times a week
598,598,598,120629,Female,19-30,Bepsi,TV commercials,2-3 times a month
599,599,599,120630,Male,31-45,Cola-Coka,Online ads,2-3 times a week
600,600,600,120631,Male,31-45,Sky 9,Online ads,Daily
601,601,601,120632,Male,19-30,Gangster,Online ads,2-3 times a month
602,602,602,120633,Female,46-65,Cola-Coka,TV commercials,Daily
603,603,603,120634,Female,19-30,CodeX,Online ads,Rarely
604,604,604,120635,Male,19-30,Cola-Coka,Online ads,2-3 times a week
605,605,605,120636,Female,31-45,Cola-Coka,TV commercials,Once a week
606,606,606,120637,Male,31-45,Blue Bull,TV commercials,Daily
607,607,607,120638,Male,19-30,Blue Bull,Online ads,Once a week
608,608,608,120639,Male,19-30,Bepsi,Online ads,Once a week
609,609,609,120640,Male,19-30,Cola-Coka,Other,2-3 times a week
610,610,610,120641,Male,19-30,Blue Bull,TV commercials,2-3 times a week
611,611,611,120642,Non-binary,19-30,Others,Outdoor billboards,2-3 times a week
612,612,612,120643,Male,19-30,Cola-Coka,TV commercials,Once a week
613,613,613,120644,Male,31-45,Gangster,Print media,2-3 times a month
614,614,614,120645,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
615,615,615,120646,Female,19-30,Sky 9,TV commercials,Once a week
616,616,616,120647,Male,31-45,Blue Bull,Outdoor billboards,Rarely
617,617,617,120648,Female,19-30,Gangster,Online ads,2-3 times a month
618,618,618,120649,Male,46-65,Cola-Coka,Online ads,2-3 times a week
619,619,619,120650,Male,19-30,Gangster,Online ads,2-3 times a week
620,620,620,120651,Female,15-18,Gangster,Other,2-3 times a month
621,621,621,120652,Male,65+,Others,TV commercials,2-3 times a month
622,622,622,120653,Male,31-45,Blue Bull,Print media,2-3 times a month
623,623,623,120654,Female,19-30,Gangster,Online ads,2-3 times a week
624,624,624,120655,Female,19-30,Bepsi,Online ads,Rarely
625,625,625,120656,Male,19-30,Gangster,TV commercials,2-3 times a week
626,626,626,120657,Male,31-45,Bepsi,Print media,Daily
627,627,627,120658,Male,31-45,Gangster,Other,Daily
628,628,628,120659,Female,15-18,Blue Bull,Online ads,Rarely
629,629,629,120660,Non-binary,19-30,Gangster,Outdoor billboards,2-3 times a week
630,630,630,120661,Male,31-45,Bepsi,TV commercials,Rarely
631,631,631,120662,Female,19-30,Bepsi,Other,2-3 times a week
632,632,632,120663,Male,19-30,Sky 9,Other,Rarely
633,633,633,120664,Male,19-30,Sky 9,Print media,2-3 times a month
634,634,634,120665,Female,19-30,Sky 9,TV commercials,2-3 times a month
635,635,635,120666,Non-binary,31-45,Sky 9,TV commercials,2-3 times a week
636,636,636,120667,Female,19-30,Blue Bull,Online ads,2-3 times a month
637,637,637,120668,Female,19-30,Cola-Coka,Outdoor billboards,Rarely
638,638,638,120669,Male,19-30,Cola-Coka,Online ads,Rarely
639,639,639,120670,Female,19-30,Gangster,TV commercials,Daily
640,640,640,120671,Male,31-45,Cola-Coka,Other,Rarely
641,641,641,120672,Male,31-45,CodeX,TV commercials,2-3 times a month
642,642,642,120673,Male,15-18,Bepsi,Online ads,2-3 times a week
643,643,643,120674,Female,19-30,Bepsi,Online ads,2-3 times a week
644,644,644,120675,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
645,645,645,120676,Male,15-18,Blue Bull,TV commercials,2-3 times a week
646,646,646,120677,Male,19-30,Sky 9,TV commercials,Once a week
647,647,647,120678,Female,19-30,Cola-Coka,Online ads,Once a week
648,648,648,120679,Female,46-65,Cola-Coka,TV commercials,2-3 times a month
649,649,649,120680,Male,31-45,Bepsi,Outdoor billboards,2-3 times a month
650,650,650,120681,Male,15-18,Blue Bull,TV commercials,Rarely
651,651,651,120682,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
652,652,652,120683,Male,19-30,Bepsi,Online ads,2-3 times a month
653,653,653,120684,Female,15-18,Gangster,Other,2-3 times a month
654,654,654,120685,Female,15-18,Blue Bull,Other,Daily
655,655,655,120686,Male,15-18,Blue Bull,Online ads,Daily
656,656,656,120687,Male,31-45,Bepsi,Other,2-3 times a month
657,657,657,120688,Female,19-30,Cola-Coka,Online ads,Rarely
658,658,658,120689,Male,19-30,Others,Outdoor billboards,2-3 times a week
659,659,659,120690,Female,31-45,Others,Print media,Daily
660,660,660,120691,Female,31-45,Sky 9,Online ads,Rarely
661,661,661,120692,Female,15-18,Blue Bull,TV commercials,Rarely
662,662,662,120693,Male,19-30,Cola-Coka,Online ads,2-3 times a week
663,663,663,120694,Male,19-30,Gangster,Other,2-3 times a week
664,664,664,120695,Male,31-45,Gangster,Other,2-3 times a month
665,665,665,120696,Female,31-45,Blue Bull,Outdoor billboards,2-3 times a month
666,666,666,120697,Male,31-45,Gangster,TV commercials,Daily
667,667,667,120698,Male,31-45,CodeX,TV commercials,2-3 times a month
668,668,668,120699,Female,15-18,Blue Bull,TV commercials,Rarely
669,669,669,120700,Male,31-45,Gangster,TV commercials,Once a week
670,670,670,120701,Female,31-45,Bepsi,Print media,2-3 times a month
671,671,671,120702,Male,19-30,Cola-Coka,Online ads,2-3 times a week
672,672,672,120703,Female,19-30,Bepsi,TV commercials,2-3 times a month
673,673,673,120704,Male,31-45,Cola-Coka,Online ads,Rarely
674,674,674,120705,Female,19-30,Gangster,Online ads,2-3 times a week
675,675,675,120706,Male,19-30,Sky 9,Online ads,2-3 times a month
676,676,676,120707,Male,19-30,Gangster,Online ads,2-3 times a week
677,677,677,120708,Female,19-30,Gangster,Online ads,2-3 times a week
678,678,678,120709,Female,15-18,Gangster,Online ads,Once a week
679,679,679,120710,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
680,680,680,120711,Male,19-30,Sky 9,Other,2-3 times a week
681,681,681,120712,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a week
682,682,682,120713,Male,19-30,Bepsi,Online ads,2-3 times a week
683,683,683,120714,Female,15-18,Gangster,Online ads,Rarely
684,684,684,120715,Male,31-45,CodeX,TV commercials,Once a week
685,685,685,120716,Male,15-18,CodeX,Online ads,Once a week
686,686,686,120717,Female,31-45,Blue Bull,Other,Once a week
687,687,687,120718,Female,31-45,Bepsi,Print media,2-3 times a week
688,688,688,120719,Female,19-30,Blue Bull,Online ads,2-3 times a week
689,689,689,120720,Female,19-30,Gangster,TV commercials,2-3 times a week
690,690,690,120721,Female,19-30,Cola-Coka,Online ads,Rarely
691,691,691,120722,Male,46-65,Bepsi,TV commercials,Once a week
692,692,692,120723,Male,19-30,Bepsi,TV commercials,2-3 times a week
693,693,693,120724,Female,19-30,Bepsi,Online ads,Once a week
694,694,694,120725,Male,19-30,CodeX,Online ads,2-3 times a month
695,695,695,120726,Male,46-65,Cola-Coka,Other,Rarely
696,696,696,120727,Male,19-30,Cola-Coka,Other,Once a week
697,697,697,120728,Male,31-45,CodeX,Outdoor billboards,Once a week
698,698,698,120729,Female,19-30,Bepsi,TV commercials,2-3 times a week
699,699,699,120730,Male,19-30,Bepsi,Online ads,Rarely
700,700,700,120731,Male,31-45,Gangster,Outdoor billboards,2-3 times a week
701,701,701,120732,Male,19-30,CodeX,Print media,2-3 times a week
